000000	00:00:00
C8DB26	Logitech
C8DD6A	Ohsung
C8DDC9	LenovoMobile
C8DE41	SkyUk
C8DE51	IntegraOptic
C8DEC9	Coriant
C8DF7C	Nokia
C8DF84	TexasInstrum
C8E07A	FiberhomeTel
C8E0EB	Apple
C8E130	MilkywayGrou
C8E193	ItelMobile
C8E1A7	Vertu
C8E265	Intel
C8E306	eero
C8E31D	HuaweiTechno
C8E42F	TechnicalRes
C8E5E0	HuaweiTechno
C8E600	HuaweiTechno
C8E713	BouffaloLab
C8E776	PTCOMTechnol
C8E7D8	MercuryCommu
C8E7F0	JuniperNetwo
C8EAF8	zte
C8EBEC	YOUHUATechno
C8EDFC	IdeaformIndu
C8EE08	TangtopTechn
C8EE75	PishionInter
C8EEA6	SHXTechnolog
C8EED7	LightspeedTe
C8EF2E	GefeiTech
C8EFBC	InspurCommun
C8F09E	Espressif
C8F225	EMMicroelect
C8F230	OppoMobileTe
C8F2B4	GuizhouHuaxi
C8F319	LGElectronic
C8F36B	YamatoScale
C8F386	XiaoniaoTech
C8F406	Avaya
C8F650	Apple
C8F68D	SETechnologi
C8F6C8	FiberhomeTel
C8F704	BuildingBloc
C8F733	Intel
C8F742	GubeiElectro
C8F750	Dell
C8F86D	AlcatelLucen
C8F946	LOCOSYSTechn
C8F981	Seneca
C8F9C8	NewSharpTech
C8F9F9	Cisco
C8FA84	Trusonus
C8FAE1	ARQDigital
C8FB26	CiscoSPVTG
C8FB54	iMinTechnolo
C8FD19	TexasInstrum
C8FE0F	BilianElectr
C8FE30	BejingDAYOMo
C8FE6A	JuniperNetwo
C8FF28	LiteonTechno
C8FF77	Dyson
CA045A	Ossia
CA083C	WesternDigit
CA125C	Microsoft
CA1E45	ASMediaTechn
CA222B	PumaGearPowe
CA2B5E	SuzhouMotorc
CA30BF	IEEE8021Chai
CA3782	Storbyte
CA3EA6	Syng
CA443E	AllianzTechn
CA446C	CypressCompu
CA7DDD	EmOne
CA8FA5	AdvancedTSMi
CAC276	SaabSeaeye
CAC87E	AllenOrgan
CAE505	Mobilitie
CAF25B	LexarElectro
CAFAE6	TianjinRongh
CC0080	Bettini
CC00F1	SagemcomBroa
CC033D	XiaomiMobile
CC037B	TexasInstrum
CC0388	MangoBoost
CC03D9	CiscoMeraki
CC03FA	VantivaUSA
CC047C	GWAYMicrowav
CC04B4	SelectComfor
CC051B	SamsungElect
CC0577	HuaweiTechno
CC0677	FiberhomeTel
CC07AB	SamsungElect
CC07E4	LenovoMobile
CC087B	HuaweiTechno
CC088D	Apple
CC08E0	Apple
CC08FA	Apple
CC08FB	TpLinkTechno
CC09C8	Imaqliq
CC0C9C	CigShanghai
CC0CDA	MiljovaktAS
CC0DCB	Microsoft
CC0DE7	BMeters
CC0DEC	CiscoSPVTG
CC0DF2	MotorolaMobi
CC10A3	NanBaoTechno
CC115A	Apple
CC1228	HisenseVisua
CC13F3	HikvisionDig
CC14A6	YichunMyEner
CC14BC	EdifierInter
CC1531	Intel
CC167E	Cisco
CC187B	Manzanita
CC19A8	PTInovaçãoeS
CC1AA3	AristaNetwor
CC1AFA	zte
CC1B5A	RuckusWirele
CC1E56	HuaweiTechno
CC1E97	HuaweiTechno
CC1EAB	LEDATELspiWs
CC1EFF	Metrological
CC1FC4	InVue
CC208C	HuaweiTechno
CC20AC	SamsungElect
CC20E8	Apple
CC2119	SamsungElect
CC2218	InnoDigital
CC2293	AmazonTechno
CC22DF	EMMicroelect
CC22FE	Apple
CC242E	SuperElectro
CC25EF	Apple
CC2614	SichuanTiany
CC262D	Verifi
CC2746	Apple
CC28AA	ASUSTekCOMPU
CC29BD	zte
CC29F5	Apple
CC2A80	MicroBizinte
CC2AAC	Yunjinglntel
CC2C83	DarkMatterLL
CC2D1B	Sfr
CC2D21	TendaTechnol
CC2D83	OppoMobileTe
CC2D8C	LgElectronic
CC2DB7	Apple
CC2DD2	RuckusWirele
CC2DE0	Routerboardc
CC2F71	Intel
CC3080	VAIO
CC3089	MellanoxTech
CC312A	HuizhouTclCo
CC3296	HuaweiDevice
CC32E5	TpLinkTechno
CC3331	TexasInstrum
CC33BB	SagemcomBroa
CC3429	TpLinkTechno
CC34D7	Gewiss
CC3540	VantivaUSA
CC355A	SecuGen
CC35D9	Ubiquiti
CC36BB	SiliconLabor
CC36CF	Cisco
CC37AB	EdgecoreNetw
CC38D0	PaloAltoNetw
CC398C	Shiningtek
CC3A61	SamsungElect
CC3ADF	NeptuneTechn
CC3B27	TecnoMobile
CC3B3E	LesterElectr
CC3B58	CuriouserPro
CC3BFB	Ring
CC3C3F	SASSDatentec
CC3D82	Intel
CC3DD1	HuaweiTechno
CC3E5F	HewlettPacka
CC3E79	Commscope
CC3F1D	HMSIndustria
CC3F36	Apple
CC3F8A	Komatsu
CC3FEA	BAE
CC4085	WiZ
CC40B2	ECITelecom
CC40D0	Netgear
CC40F3	MellanoxTech
CC418E	MSAInnovatio
CC4210	XiaomiCommun
CC43E3	Trump
CC4460	HuaweiDevice
CC4463	Apple
CC45A5	TexasInstrum
CC4639	WAAV
CC464E	SamsungElect
CC46D6	Cisco
CC4703	Intercon
CC4740	AzureWaveTec
CC4792	ASIXElectron
CC47BD	Rhombus
CC483A	Dell
CC4AE1	fourtecFouri
CC4B04	Apple
CC4B73	AMPAKTechnol
CC4BFB	HellbergSafe
CC4D38	CarnegieTech
CC4D74	FujianNewlan
CC4D75	XiaomiMobile
CC4E24	BrocadeCommu
CC4EEC	HUMAX
CC500A	FiberhomeTel
CC501C	KVHIndustrie
CC5076	OcomCommunic
CC50E3	Espressif
CC51B4	IntegratedDe
CC5289	OptfocusTech
CC52AF	UniversalGlo
CC53B5	HuaweiTechno
CC5459	OnTimeNetwor
CC54FE	MimosaNetwor
CC55AD	Rim
CC5763	PanasonicAut
CC5830	SagemcomBroa
CC58C7	Nokia
CC593E	SensiumHealt
CC5A53	Cisco
CC5B31	Nintendo
CC5C61	HuaweiDevice
CC5C75	WeightechCom
CC5CDE	ChinaMobileG
CC5D4E	ZyxelCommuni
CC5D57	InformationS
CC5D78	JTDConsultin
CC5EA5	PaloAltoNetw
CC5EF8	CloudNetwork
CC5FBF	Topwise3GCom
CC6023	Apple
CC60BB	EmpowerRF
CC60C8	Microsoft
CC6146	GsdVietNamTe
CC61E5	MotorolaMobi
CC6200	HonorDevice
CC62FE	UnionManTech
CC641A	BilianElectr
CC64A6	HuaweiTechno
CC65AD	Commscope
CC660A	Apple
CC6618	Adtran
CC66B2	Nokia
CC67D8	TelinSemicon
CC68B6	TPLink
CC68E0	Apple
CC69B0	GlobalTraffi
CC69FA	Apple
CC6A10	ChamberlainG
CC6A33	Cisco
CC6B1E	CloudNetwork
CC6B98	MinetecWirel
CC6BF1	SoundMasking
CC6C52	ZhoneTechnol
CC6D55	SichuanTiany
CC6DA0	Roku
CC6DEF	TJKTietolait
CC6E2A	CiscoMeraki
CC6EA4	SamsungElect
CC70ED	Cisco
CC7190	VietnamPostA
CC720F	Viscount
CC722A	Apple
CC7286	XianFengyuIn
CC7314	HongKongWhea
CC7498	Filmetrics
CC75E2	Commscope
CC763A	zte
CC7645	Microsoft
CC7669	Seetech
CC77C9	FiberhomeTel
CC785F	Apple
CC78AB	TexasInstrum
CC794A	BLUProducts
CC79CF	RfLinkTechno
CC79D7	Cisco
CC7A30	CMAXWireless
CC7A8B	TecnoTechnol
CC7B35	zte
CC7B5C	Espressif
CC7B61	Nikkiso
CC7D37	Commscope
CC7D5B	TelinkSemico
CC7E0F	Theben
CC7EE7	PanasonicAVC
CC7F75	Cisco
CC7F76	Cisco
CC808F	Apple
CC812A	vivoMobileCo
CC8130	Intelbras
CC817D	Apple
CC81DA	Phicomm
CC827F	AdvantechTec
CC82EB	Kyocera
CC856C	MdkDigitalTe
CC86EC	SiliconLabor
CC874A	Nokia
CC8826	LGInnotek
CC88C7	HewlettPacka
CC895E	HuaweiTechno
CC896C	GNHearing
CC89FD	Nokia
CC8A84	HuaweiDevice
CC8C17	ItelMobile
CC8CBF	TuyaSmart
CC8CDA	WeiDaIntelli
CC8CE3	TexasInstrum
CC8DA2	Espressif
CC8DB5	SuperElectro
CC8E71	Cisco
CC9070	Cisco
CC9093	HansongTehno
CC9096	HuaweiDevice
CC90E8	YOUHUATechno
CC912B	TEConnectivi
CC934A	SierraWirele
CC944A	PfeifferVacu
CC9470	KinestralTec
CC95D7	Vizio
CC9635	LVS
CC96A0	HuaweiTechno
CC96A2	ChinaMobileG
CC96E5	Dell
CC988B	SONYVisualPr
CC9891	Cisco
CC9916	IntegratedDe
CC9C3E	CiscoMeraki
CC9DA2	EltexEnterpr
CC9E00	Nintendo
CC9EA2	AmazonTechno
CC9ECA	HMDGlobal
CC9F35	TransbitSp
CC9F7A	ChiunMaiComm
CCA08F	zte
CCA0E5	DZGMetering
CCA12B	TCLKingElect
CCA150	SystemX
CCA174	MetaPlatform
CCA219	AlongInvestm
CCA223	HuaweiTechno
CCA260	SichuanTiany
CCA30C	SiliconLabor
CCA374	GuanglianEle
CCA3BD	ItelMobile
CCA462	Commscope
CCA4AF	SowellTechno
CCA614	AifaTechnolo
CCA7C1	Google
CCAB2C	HUMAX
CCACFE	TelinkSemico
CCAF78	HonHaiPrecis
CCAFE3	AmazonTechno
CCB071	FiberhomeTel
CCB0A8	HuaweiDevice
CCB0B3	Microsoft
CCB0DA	LiteonTechno
CCB11A	SamsungElect
CCB148	Arcadyan
CCB182	HuaweiTechno
CCB255	DLinkInterna
CCB3AB	BiocareBioMe
CCB3F8	FujitsuIsote
CCB54C	TexasInstrum
CCB55A	FraunhoferIT
CCB5D1	XiaomiMobile
CCB691	NECMagnusCom
CCB6C8	Cisco
CCB775	HuaweiDevice
CCB777	zte
CCB7C4	HuaweiTechno
CCB85E	PhatenTech
CCB888	AnBSecurite
CCB8A8	AMPAKTechnol
CCB8F1	EagleKingdom
CCBA6F	HuaweiTechno
CCBA97	Espressif
CCBABD	TPLink
CCBBFE	HuaweiTechno
CCBC2B	HuaweiDevice
CCBCE3	HuaweiTechno
CCBD35	Steinel
CCBDD3	Ultimaker
CCBE59	Calix
CCBE61	Apple
CCBE71	OptiLogix
CCBF0C	FendaTechnol
CCC079	MurataManufa
CCC104	AppliedTechn
CCC2E0	RaisecomTech
CCC3EA	MotorolaMobi
CCC4B2	TrolinkTechn
CCC50A	DajiahaoTech
CCC530	AzureWaveTec
CCC5E5	Dell
CCC5EF	CoCommServic
CCC62B	Tri
CCC760	Apple
CCC837	QuectelWirel
CCC8D7	CIASElettron
CCC92C	SchindlerPOR
CCC95D	Apple
CCCC4E	SunFountainh
CCCC77	ZaramTechnol
CCCC81	HuaweiTechno
CCCCCC	SiliconLabor
CCCCEA	PhoenixConta
CCCD64	SMElectronic
CCCE1E	AVMAudiovisu
CCCE40	Janteq
CCCF83	CigShanghai
CCCFFE	HenanLingyun
CCD083	HewlettPacka
CCD281	Apple
CCD29B	BopengfaElec
CCD342	Cisco
CCD3C1	VestelElektr
CCD3E2	JiangsuYinhe
CCD42E	Arcadyan
CCD4A1	MitraStarTec
CCD539	Cisco
CCD73C	HuaweiTechno
CCD811	AiconnTechno
CCD81F	MaipuCommuni
CCD843	XiaomiMobile
CCD8C1	Cisco
CCD920	HuizhouDesay
CCD9AC	Intel
CCD9E9	SCREngineers
CCDA20	XiaomiMobile
CCDAB5	TexasInstrum
CCDB04	DataRemote
CCDB93	Cisco
CCDBA7	Espressif
CCDC55	Dragonchip
CCDD28	AcctonTechno
CCDD58	RobertBosch
CCDEDE	Nokia
CCE0C3	EXTENTechnol
CCE0DA	BaiduOnlineN
CCE17F	JuniperNetwo
CCE194	JuniperNetwo
CCE1D5	Buffalo
CCE236	YaguanTechno
CCE4D1	AristaNetwor
CCE536	ittim
CCE686	SamsungElect
CCE798	MySocialStuf
CCE7DF	AmericanMagn
CCE8AC	SOYEATechnol
CCE9FA	SamsungElect
CCEA1C	DCONWORKS
CCEA27	GEAppliances
CCEB18	OooTss
CCEB5E	XiaomiCommun
CCECB7	LinkedZIntel
CCED21	NokiaShangha
CCED4D	Cisco
CCEDDC	MitraStarTec
CCEED9	VAHLEAutomat
CCEF03	HunanKeyshar
CCEF48	Cisco
CCF0FD	ChinaMobileI
CCF305	TianXingChua
CCF3A5	ChiMeiCommun
CCF3C8	VantivaUSA
CCF407	EukreaElectr
CCF411	Google
CCF538	3isysnetwork
CCF55F	EFocusInstru
CCF67A	AyeckaCommun
CCF735	AmazonTechno
CCF826	SamsungElect
CCF841	Lumewave
CCF8F0	XianHISUMult
CCF954	Avaya
CCF957	ublox
CCF9E4	Intel
CCF9E8	SamsungElect
CCF9F0	SamsungElect
CCFA00	LGElectronic
CCFA66	HuaweiDevice
CCFA95	HonorDevice
CCFAF1	SagemcomBroa
CCFB65	Nintendo
CCFC6D	RizTransmitt
CCFCB1	WirelessTech
CCFD17	TCTmobile
CCFE3C	SamsungElect
CCFF90	HuaweiDevice
D0034B	Apple
D003DF	SamsungElect
D003EB	TexasInstrum
D00401	MotorolaMobi
D00477	HuaweiTechno
D00492	FiberhomeTel
D004B0	SamsungElect
D0052A	Arcadyan
D005E4	HuaweiDevice
D0066A	CornelisNetw
D00790	TexasInstrum
D007CA	JuniperNetwo
D009C8	Cisco
D009F5	Hosiden
D00AAB	YokogawaDigi
D00B27	MurataManufa
D00C5E	NanjingQinhe
D00DF7	HuaweiDevice
D00EA4	PorscheCarsN
D00ED9	TaicangT&WEl
D00F6D	T&WElectroni
D011E5	Apple
D01242	BIOS
D01255	HuiZhouGaosh
D012CB	AVMAudiovisu
D0131E	SunrexTechno
D013C1	SkyworthDigi
D013FD	LGElectronic
D0154A	zte
D015A6	HewlettPacka
D0167C	eero
D016B4	HuaweiTechno
D01769	MurataManufa
D0176A	SamsungElect
D017B7	Atios
D017C2	ASUSTekCOMPU
D0196A	Ciena
D019D3	ItelMobile
D01AA7	UniPrint
D01B1F	Ohsung
D01B49	SamsungElect
D01BBE	OnwardBrands
D01BF4	SagemcomBroa
D01C3C	TecnoMobile
D01CBB	CtimesDigita
D01E1D	SaiNXTTechno
D020DD	OppoMobileTe
D021AC	Yohana
D021F9	Ubiquiti
D022BE	SamsungElect
D023DB	Apple
D02516	MercuryCommu
D02544	SamsungElect
D02598	Apple
D02788	HonHaiPrecis
D028BA	RealmeChongq
D02AAA	Infinixmobil
D02B20	Apple
D02C39	Cisco
D02C45	littleBitsEl
D02DB3	HuaweiTechno
D02EAB	TexasInstrum
D03110	IngenicSemic
D03169	SamsungElect
D032C3	DLink
D03311	Apple
D035E5	EMMicroelect
D03742	YulongComput
D03745	TpLinkTechno
D03761	TexasInstrum
D03957	LiteonTechno
D03972	TexasInstrum
D039B3	Commscope
D039EA	NetApp
D039FA	SamsungElect
D03BF4	KeanDigital
D03C1F	Intel
D03D52	AvaSecurity
D03DC3	AQ
D03E07	Apple
D03E5C	HuaweiTechno
D03E7D	ChipseaTechn
D03F27	WyzeLabs
D03FAA	Apple
D040BE	NpoRps
D040EF	MurataManufa
D041C9	FiberhomeTel
D0431E	Dell
D04433	ClourneySemi
D0458D	SkyworthDigi
D0460C	Dell
D046DC	SouthwestRes
D047C1	ElmaElectron
D0484F	NokiaSolutio
D048A1	JuniperNetwo
D048F3	DATTUS
D0497C	OnePlusTechn
D0498B	ZoomServer
D04CC1	SINTRONESTec
D04D2C	Roku
D04D86	Apple
D04DC6	HewlettPacka
D04E50	MobiwireMobi
D04E99	HuaweiTechno
D04F58	RuckusWirele
D04F7E	Apple
D04FAB	YoquTechnolo
D05099	ASRockIncorp
D05157	LEAXArkivato
D05162	Sony
D052A8	PhysicalGrap
D05349	LiteonTechno
D0542D	CambridgeInd
D05475	SAVIControls
D05509	Nintendo
D05533	PaloAltoNetw
D055B2	IntegratedDe
D056BF	Amosense
D056F2	Buffalo
D056FB	SamsungElect
D0574C	Cisco
D0577B	Intel
D0577E	Intel
D05785	Pantech
D05794	SagemcomBroa
D057A1	WermaSignalt
D05875	ActiveContro
D058A5	Apple
D058A8	zte
D058AB	MaraTech
D058C0	QingdaoHaier
D058FC	SkyUk
D05919	zte
D05995	FiberhomeTel
D059C3	CeraMicroTec
D059E4	SamsungElect
D05A00	VantivaUSA
D05A0F	IBtDigital
D05AF1	PulierTech
D05AFD	RealmeChongq
D05BA8	zte
D05BCB	TianyiTeleco
D05C7A	Sarturadoo
D05FAF	CDataTechnol
D05FB8	TexasInstrum
D05FCE	HitachiData
D0608C	zte
D06158	HuaweiTechno
D0622C	XianYipuTele
D062A0	ChinaEssence
D0634D	MeikoMaschin
D063B4	SolidRun
D06544	Apple
D06578	Intel
D065B3	TCLKingElect
D065CA	HuaweiTechno
D0666D	BusLanTechno
D0667B	SamsungElect
D06726	HewlettPacka
D067E5	Dell
D06827	eero
D0699E	LUMINEXLight
D069C1	HuaweiTechno
D069D0	VertoMedical
D069FF	FiberhomeTel
D06A1F	Bse
D06B78	Apple
D06C37	ikejawireles
D06DC8	HuaweiTechno
D06DC9	SagemcomBroa
D06EDE	SagemcomBroa
D06F4A	TopwellInter
D06F82	HuaweiTechno
D071C4	zte
D072DC	Cisco
D0737F	MiniCircuits
D07380	HuaweiDevice
D0738E	DongOhPrecis
D073D5	LifiLabsMana
D075BE	RenoA&E
D07602	HuiZhouGaosh
D0760C	Qisda
D0768F	Calix
D076E7	TpLinkTechno
D07714	MotorolaMobi
D077CE	EdgecoreNetw
D07880	FiberhomeTel
D0789A	VantivaConne
D07AB5	HuaweiTechno
D07B6F	ZhuhaiYunmai
D07C2D	LeieIOTtechn
D07CB2	SigmastarTec
D07D33	HuaweiDevice
D07DE5	ForwardPay
D07E01	HuaweiDevice
D07E28	HewlettPacka
D07E35	Intel
D07FA0	SamsungElect
D07FC4	OuWeiTechnol
D0817A	Apple
D081C5	JuniperNetwo
D082EB	TuyaSmart
D083D4	XtelWireless
D0845D	B&CTransit
D084B0	SagemcomBroa
D08543	Cisco
D087B5	SafemoPte
D087E2	SamsungElect
D0880C	Apple
D08999	APCON
D08A55	Skullcandy
D08A91	VantivaUSA
D08B7E	PassifSemico
D08CB5	TexasInstrum
D08CFF	Upwis
D08E17	AcctonTechno
D08E79	Dell
D09168	ChuangweiRgb
D09200	FiRaConsorti
D09288	Powertek
D0929E	Microsoft
D092FA	FiberhomeTel
D09380	DucereTechno
D093F8	StonestreetO
D09466	Dell
D094CF	HuaweiTechno
D095C7	Pantech
D096EA	vivoMobileCo
D096FB	ZhoneTechnol
D097FE	RealmeChongq
D0989C	ConMet
D098B1	GScoolinkMic
D099D5	AlcatelLucen
D09B05	Emtronix
D09C30	FosterElectr
D09C7A	XiaomiCommun
D09CAE	vivoMobileCo
D09D0A	Linkcom
D09DAB	TCTmobile
D0A0BB	iCommSemicon
D0A0D6	TDTech
D0A311	NeubergerGeb
D0A46F	ChinaDragonT
D0A4B1	Sonifex
D0A5A6	Cisco
D0A637	Apple
D0A9D3	EMMicroelect
D0AB4A	TelinkMicro
D0ABD5	Intel
D0AD08	HP
D0AE05	XiaomiCommun
D0AEEC	AlphaNetwork
D0AFB6	LinktopTechn
D0B0CD	Moen
D0B128	SamsungElect
D0B1CA	SkyworthDigi
D0B214	PoeWit
D0B270	VisteonPortu
D0B2C4	VantivaUSA
D0B324	Apple
D0B33F	TINNOMobileT
D0B3C2	MetaPlatform
D0B45D	HuaweiDevice
D0B498	RobertBoschA
D0B523	BestcareClou
D0B53D	SeproRobotiq
D0B5C2	TexasInstrum
D0B60A	XingluoTechn
D0B646	NXPSemicondu
D0B66F	SernetTechno
D0BAE4	MXCHIPInform
D0BB61	zte
D0BB80	SHLTelemedic
D0BCC1	WeifangGoert
D0BD01	DSInternatio
D0BE2C	CNSLink
D0BF9C	HewlettPacka
D0C050	Apple
D0C0BF	ActionsMicro
D0C193	Skybell
D0C1B1	SamsungElect
D0C1B5	Dell
D0C1BF	XiaomiCommun
D0C24E	SamsungElect
D0C282	Cisco
D0C31E	JUNGJINElect
D0C35A	JabilCircuit
D0C42F	TamagawaSeik
D0C5D3	AzureWaveTec
D0C5D8	Latecoere
D0C5F3	Apple
D0C637	Intel
D0C65B	HuaweiTechno
D0C67F	HuaweiTechno
D0C6BE	HPROVideo
D0C730	zte
D0C789	Cisco
D0C7C0	TpLinkTechno
D0C901	GlaElectroni
D0C907	Private
D0CBDD	eero
D0CDBF	LGElectronic
D0CDE1	ScientechEle
D0CEC0	XiaomiCommun
D0CEC9	HanChang
D0CF0E	SagemcomBroa
D0CF13	Espressif
D0CF5E	EnergyMicroA
D0CFD8	HuizhouBoshi
D0D003	SamsungElect
D0D04B	HuaweiTechno
D0D0FD	Cisco
D0D212	K2NET
D0D23C	Apple
D0D286	BeckmanCoult
D0D2B0	Apple
D0D3E0	HewlettPacka
D0D3FC	Mios
D0D412	ADBBroadband
D0D471	MVTECH
D0D49F	Apple
D0D4FB	HomeControlS
D0D6CC	Wintop
D0D783	HuaweiTechno
D0D7BE	HuaweiTechno
D0DAD7	Apple
D0DB32	Nokia
D0DBB7	Casa
D0DC2C	Cisco
D0DD49	JuniperNetwo
D0DD7C	zte
D0DF9A	LiteonTechno
D0DFB2	GenieNetwork
D0DFC7	SamsungElect
D0E042	Cisco
D0E140	Apple
D0E347	Yoga
D0E40B	Wearable
D0E44A	MurataManufa
D0E54D	Commscope
D0E581	Apple
D0E782	AzureWaveTec
D0E828	RadiantIndus
D0EA11	Routerboardc
D0EA30	NXPSemicondu
D0EB03	Zhehuatechno
D0EB9E	Seowoo
D0EC35	Cisco
D0EDFF	ZfCvcs
D0EE47	HitronTechno
D0EF76	Espressif
D0EFC1	HuaweiTechno
D0F0DB	Ericsson
D0F121	XianLINKSCIT
D0F27F	BrewLogix
D0F3F5	HuaweiDevice
D0F405	HonHaiPrecis
D0F4F7	HuaweiDevice
D0F520	KYOCERA
D0F73B	HelmutMauell
D0F76E	YOUHUATechno
D0F815	HuaweiTechno
D0F865	ItelMobile
D0F88C	MotorolaMobi
D0F8E7	ShutongSpace
D0F928	zte
D0F99B	zte
D0FA1D	Qihoo360Tech
D0FCCC	SamsungElect
D0FCD0	HUMAX
D0FF50	TexasInstrum
D0FF98	HuaweiTechno
D4000D	PhoenixBroad
D40057	MCTechnologi
D40068	FiberhomeTel
D400CA	AUMOVIORoman
D40129	Broadcom
D40145	AtwTechnolog
D4016D	TpLinkTechno
D401C3	Routerboardc
D4024A	Delphian
D404CD	Commscope
D404E6	Broadcom
D404FF	JuniperNetwo
D40592	Espressif
D40598	Commscope
D405DE	eero
D4060F	TexasInstrum
D40868	LanxumComput
D40A9E	GOdevelopmen
D40AA9	Commscope
D40ADC	QingdaoIntel
D40B1A	HTC
D40BB9	SolidSemecs
D40DAB	CudyTechnolo
D40E60	Nanjingphxgc
D40F9E	Apple
D40FB2	AppliedMicro
D41090	iNFORM
D410CF	HuanshunNetw
D411A3	SamsungElect
D411D6	ShotSpotter
D41243	AMPAKTechnol
D41296	AnobitTechno
D412BB	QuadrantComp
D41368	Intellirocks
D4136F	AsiaPacificB
D413B3	WuQiTechnolo
D413F8	PeplinkInter
D41761	XiaomiCommun
D41972	HewlettPacka
D419F6	NXPSemicondu
D41A3F	OppoMobileTe
D41AC8	NipponPrinte
D41AD1	ZyxelCommuni
D41B81	ChongqingFug
D41C1C	Rcf
D41D71	PaloAltoNetw
D41E35	TOHOElectron
D41F0C	JAIManufactu
D4206D	HTC
D420B0	Mist
D42122	Sercomm
D4223F	LenovoMobile
D4224E	AlcatelLucen
D422CD	MovellaTechn
D42493	GWTechnologi
D424DD	AVMAudiovisu
D4258B	Intel
D425DE	NewH3CTechno
D42751	Infopia
D42787	HighFlyingEl
D427FF	SagemcomBroa
D428B2	ioBridge
D428D5	TCTmobile
D429A7	Infinixmobil
D429EA	Zimory
D42B6F	Cisco
D42BF0	Tiinlab
D42C0F	Commscope
D42C3D	SkyLightDigi
D42C44	Cisco
D42C46	Buffalo
D42DC5	iPRO
D42DCC	Apple
D42F23	AkenoriPTE
D42F4B	HonHaiPrecis
D42FCA	Apple
D43127	RuijieNetwor
D4319D	Sinwatec
D43260	GoPro
D43266	Fike
D4351D	VantivaTechn
D43538	XiaomiMobile
D4354A	ALAXALANetwo
D43639	TexasInstrum
D436DB	JiangsuToppo
D437D7	zte
D43844	UnionManTech
D4389C	Sony
D439B8	Ciena
D43A2C	Google
D43A2E	Mtc
D43A2F	Mtc
D43A65	IGRSEngineer
D43AE9	DONGGUANiptI
D43B04	Intel
D43B8A	Zhidetechnol
D43D39	DialogSemico
D43D67	CarmaIndustr
D43D7E	MicroStarInt
D43DF3	ZyxelCommuni
D43F32	eero
D43FCB	Commscope
D440D0	OCOSMOS
D440F0	HuaweiTechno
D4413F	GenIVTechnol
D44165	SichuanTiany
D4430E	ZhejiangDahu
D4438A	XiaomiMobile
D443A8	ChangzhouHao
D445E8	JiangxiHongp
D44649	HuaweiTechno
D446E1	Apple
D4475A	ScreenBeam
D4482D	DeejoyLighti
D44867	SiliconLabor
D44A85	SiliconLabor
D44B5E	TaiyoYuden
D44BB6	ZhejiangTmal
D44C24	Vuppalamrith
D44C9C	YOOBAOTechno
D44CA7	Informtekhni
D44D77	Nokia
D44D9F	SkyworthDigi
D44DA4	MurataManufa
D44F14	Tesla
D44F67	HuaweiTechno
D44F68	EideticCommu
D44F80	KemperDigita
D45039	SagemcomBroa
D4503F	OppoMobileTe
D4507A	CEIVALogic
D450EE	GDMideaAirCo
D4522A	TangoWiFicom
D45251	IBTIngenieur
D45297	nSTREAMSTech
D452C7	L&SLancomPla
D452EE	SkyUk
D4532A	XiaomiMobile
D45347	Merytronic20
D45383	MurataManufa
D453AF	VIGOSystem
D4548B	Intel
D45556	FiberMountai
D455BE	FastTechnolo
D45763	Apple
D45800	FiberhomeTel
D45944	tonies
D45A3F	JuniperNetwo
D45AB2	Galleon
D45B51	MotorolaMobi
D45C70	WiFiAlliance
D45D42	Nokia
D45D64	ASUSTekCOMPU
D45DDF	Pegatron
D45E89	MotorolaMobi
D45EEC	XiaomiElectr
D45F25	YOUHUATechno
D45F2C	zte
D45F7A	HuaweiTechno
D46075	BaiduOnlineN
D460E3	Sercomm
D4612E	HuaweiTechno
D46132	ProConceptMa
D46195	zte
D4619D	Apple
D461DA	Apple
D461FE	H3CTechnolog
D462EA	HuaweiTechno
D46352	Vutility
D463C0	Apple
D463C6	MotorolaMobi
D463DE	vivoMobileCo
D463FE	Arcadyan
D464F7	UseeDigitalT
D46624	Cisco
D46663	DetranTechno
D466A8	RiedoNetwork
D46761	XonTelTechno
D467D3	OppoMobileTe
D467E7	FiberhomeTel
D4684D	RuckusWirele
D46867	NeoventusDes
D468AA	Apple
D468BA	SundrayTechn
D469A5	Miura
D46A35	Cisco
D46A6A	HonHaiPrecis
D46A91	SnapAV
D46AA8	HuaweiTechno
D46BA6	HuaweiTechno
D46C62	MultiTracksc
D46C6D	Commscope
D46CBF	GoodrichISR
D46CDA	CSM
D46D50	Cisco
D46D6D	Intel
D46E0E	TpLinkTechno
D46E5C	HuaweiTechno
D46F42	WAXESSUSA
D47208	Bragi
D47226	zte
D47327	HuaweiTechno
D47350	DBGCommnunic
D47415	HuaweiDevice
D4741B	HuaDaZhiBaoE
D476A0	Fortinet
D476EA	zte
D4772B	NanjingZtlin
D47798	Cisco
D477B2	NetixGlobal
D47856	Avaya
D4789B	Cisco
D47954	HuaweiDevice
D479C3	Cameronet
D47A97	RealmeChongq
D47AE2	SamsungElect
D47AEC	FunshionOnli
D47B35	NEOMonitorsA
D47B6B	CygnusSemico
D47B75	HARTINGElect
D47BB0	AskeyCompute
D47DFC	TecnoMobile
D47EE4	ChinaMobileI
D47F35	Cisco
D47F78	Dopple
D4808B	SeikoEpson
D481CA	iDevices
D481D7	Dell
